tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
553,10/1/2024 11:38,10/1/2024 11:47,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,796
378,10/1/2024 11:43,10/1/2024 11:49,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1267
364,10/1/2024 11:52,10/1/2024 11:58,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,666
338,10/1/2024 11:55,10/1/2024 12:00,Rtb,Rotterdam Blaak,51.920582,4.486082,107,Ames St at Main St,42.3625,-71.08822,1046
558,10/1/2024 12:00,10/1/2024 12:09,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1074
3936,10/1/2024 12:02,10/1/2024 13:07,Asdz,Amsterdam Zuid,52.338602,4.871978,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,755
627,10/1/2024 12:06,10/1/2024 12:17,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,932
288,10/1/2024 12:07,10/1/2024 12:12,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,771
120,10/1/2024 12:09,10/1/2024 12:11,Asd,Amsterdam Centraal,52.379189,4.899431,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,893
834,10/1/2024 12:31,10/1/2024 12:45,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,107,Ames St at Main St,42.3625,-71.08822,853
374,10/1/2024 12:33,10/1/2024 12:39,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1277
228,10/1/2024 12:33,10/1/2024 12:37,Ah,Arnhem Centraal,51.985,5.898611,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,643
290,10/1/2024 12:41,10/1/2024 12:46,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1267
659,10/1/2024 12:44,10/1/2024 12:55,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,115,Porter Square Station,42.387995,-71.119084,932
447,10/1/2024 12:45,10/1/2024 12:53,Asdz,Amsterdam Zuid,52.338602,4.871978,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,756
1130,10/1/2024 13:05,10/1/2024 13:24,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,679
440,10/1/2024 13:07,10/1/2024 13:14,GV,The Hague Hollands Spoor,52.070833,4.322222,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,887
137,10/1/2024 13:12,10/1/2024 13:15,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,908
267,10/1/2024 13:17,10/1/2024 13:22,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,861
265,10/1/2024 13:18,10/1/2024 13:22,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1295
775,10/1/2024 13:20,10/1/2024 13:33,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1314
274,10/1/2024 13:29,10/1/2024 13:34,Uto,Utrecht Overvecht,52.113333,5.111111,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1107
576,10/1/2024 13:29,10/1/2024 13:39,Ah,Arnhem Centraal,51.985,5.898611,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,784
592,10/1/2024 13:39,10/1/2024 13:48,GV,The Hague Hollands Spoor,52.070833,4.322222,107,Ames St at Main St,42.3625,-71.08822,1291
459,10/1/2024 13:44,10/1/2024 13:51,Asd,Amsterdam Centraal,52.379189,4.899431,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,739
362,10/1/2024 13:44,10/1/2024 13:50,Ah,Arnhem Centraal,51.985,5.898611,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,671
421,10/1/2024 13:45,10/1/2024 13:52,115,Porter Square Station,42.387995,-71.119084,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,932
424,10/1/2024 13:46,10/1/2024 13:53,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,943
668,10/1/2024 14:00,10/1/2024 14:11,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1080
727,10/1/2024 14:09,10/1/2024 14:21,Asd,Amsterdam Centraal,52.379189,4.899431,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,886
469,10/1/2024 14:11,10/1/2024 14:19,Ah,Arnhem Centraal,51.985,5.898611,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1017
393,10/1/2024 14:15,10/1/2024 14:22,Ut,Utrecht Centraal,52.089444,5.110278,107,Ames St at Main St,42.3625,-71.08822,1277
273,10/1/2024 14:18,10/1/2024 14:23,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,755
283,10/1/2024 14:21,10/1/2024 14:26,Rtd,Rotterdam Centraal,51.9225,4.467167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,763
304,10/1/2024 14:24,10/1/2024 14:29,Ut,Utrecht Centraal,52.089444,5.110278,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1074
809,10/1/2024 14:28,10/1/2024 14:41,Ah,Arnhem Centraal,51.985,5.898611,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,682
294,10/1/2024 14:39,10/1/2024 14:44,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,813
266,10/1/2024 14:40,10/1/2024 14:45,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1097
324,10/1/2024 14:41,10/1/2024 14:46,Rtd,Rotterdam Centraal,51.9225,4.467167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,943
383,10/1/2024 14:49,10/1/2024 14:55,Rtb,Rotterdam Blaak,51.920582,4.486082,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,800
213,10/1/2024 14:53,10/1/2024 14:56,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,896
285,10/1/2024 15:04,10/1/2024 15:09,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1277
822,10/1/2024 15:04,10/1/2024 15:18,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1064
298,10/1/2024 15:08,10/1/2024 15:13,Uto,Utrecht Overvecht,52.113333,5.111111,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1103
688,10/1/2024 15:16,10/1/2024 15:27,Asd,Amsterdam Centraal,52.379189,4.899431,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1046
512,10/1/2024 15:19,10/1/2024 15:28,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,732
287,10/1/2024 15:29,10/1/2024 15:34,Ah,Arnhem Centraal,51.985,5.898611,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,896
360,10/1/2024 15:43,10/1/2024 15:49,Ut,Utrecht Centraal,52.089444,5.110278,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,943
780,10/1/2024 15:48,10/1/2024 16:01,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,1046
493,10/1/2024 15:59,10/1/2024 16:07,Nm,Nijmegen Station,51.841111,5.854167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,943
782,10/1/2024 16:01,10/1/2024 16:14,Asd,Amsterdam Centraal,52.379189,4.899431,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,755
424,10/1/2024 16:02,10/1/2024 16:09,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1139
216,10/1/2024 16:03,10/1/2024 16:07,Asd,Amsterdam Centraal,52.379189,4.899431,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1291
402,10/1/2024 16:07,10/1/2024 16:14,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,853
558,10/1/2024 16:08,10/1/2024 16:17,Asdz,Amsterdam Zuid,52.338602,4.871978,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,682
239,10/1/2024 16:10,10/1/2024 16:14,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,667
584,10/1/2024 16:16,10/1/2024 16:25,Asdz,Amsterdam Zuid,52.338602,4.871978,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,813
661,10/1/2024 16:18,10/1/2024 16:29,Nm,Nijmegen Station,51.841111,5.854167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,679
392,10/1/2024 16:20,10/1/2024 16:26,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,756
366,10/1/2024 16:23,10/1/2024 16:29,Nm,Nijmegen Station,51.841111,5.854167,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,908
593,10/1/2024 16:23,10/1/2024 16:33,Asdz,Amsterdam Zuid,52.338602,4.871978,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,666
396,10/1/2024 16:26,10/1/2024 16:33,Ah,Arnhem Centraal,51.985,5.898611,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1305
233,10/1/2024 16:34,10/1/2024 16:38,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,777
319,10/1/2024 16:36,10/1/2024 16:42,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,690
665,10/1/2024 16:39,10/1/2024 16:50,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1107
555,10/1/2024 16:41,10/1/2024 16:51,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,876
546,10/1/2024 16:42,10/1/2024 16:51,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1046
612,10/1/2024 16:42,10/1/2024 16:53,Asd,Amsterdam Centraal,52.379189,4.899431,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,737
520,10/1/2024 16:46,10/1/2024 16:55,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,683
558,10/1/2024 16:47,10/1/2024 16:57,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,733
237,10/1/2024 16:50,10/1/2024 16:54,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1056
431,10/1/2024 16:53,10/1/2024 17:00,Gvc,The Hague Centraal,52.084167,4.324722,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1267
874,10/1/2024 16:57,10/1/2024 17:12,Rtb,Rotterdam Blaak,51.920582,4.486082,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,682
936,10/1/2024 17:02,10/1/2024 17:17,Nm,Nijmegen Station,51.841111,5.854167,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1139
316,10/1/2024 17:03,10/1/2024 17:09,Uto,Utrecht Overvecht,52.113333,5.111111,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1325
616,10/1/2024 17:05,10/1/2024 17:15,Asdz,Amsterdam Zuid,52.338602,4.871978,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1100
632,10/1/2024 17:05,10/1/2024 17:16,Ams,Amsterdam Amstel,52.346587,4.918684,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,852
810,10/1/2024 17:10,10/1/2024 17:24,Ah,Arnhem Centraal,51.985,5.898611,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,801
185,10/1/2024 17:19,10/1/2024 17:23,141,Kendall Street,42.36356016,-71.08216792,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1015
375,10/1/2024 17:22,10/1/2024 17:28,Ah,Arnhem Centraal,51.985,5.898611,115,Porter Square Station,42.387995,-71.119084,873
1160,10/1/2024 17:23,10/1/2024 17:42,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,107,Ames St at Main St,42.3625,-71.08822,1299
395,10/1/2024 17:23,10/1/2024 17:30,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,822
483,10/1/2024 17:32,10/1/2024 17:40,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,679
407,10/1/2024 17:34,10/1/2024 17:41,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,666
464,10/1/2024 17:35,10/1/2024 17:42,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1056
200,10/1/2024 17:37,10/1/2024 17:40,141,Kendall Street,42.36356016,-71.08216792,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,709
546,10/1/2024 17:39,10/1/2024 17:48,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,943
475,10/1/2024 17:50,10/1/2024 17:57,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,648
429,10/1/2024 17:51,10/1/2024 17:58,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,780
806,10/1/2024 17:53,10/1/2024 18:06,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1082
441,10/1/2024 17:55,10/1/2024 18:02,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,932
276,10/1/2024 17:56,10/1/2024 18:01,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1269
3237,10/1/2024 17:58,10/1/2024 18:52,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,654
322,10/1/2024 18:10,10/1/2024 18:15,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,736
1708,10/1/2024 18:11,10/1/2024 18:40,117,Binney St / Sixth St,42.366095,-71.086388,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,864
277,10/1/2024 18:16,10/1/2024 18:21,Ut,Utrecht Centraal,52.089444,5.110278,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,753
411,10/1/2024 18:17,10/1/2024 18:24,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1265
208,10/1/2024 18:22,10/1/2024 18:25,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1077
654,10/1/2024 18:22,10/1/2024 18:33,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,892
246,10/1/2024 18:22,10/1/2024 18:26,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,731
500,10/1/2024 18:24,10/1/2024 18:32,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,880
437,10/1/2024 18:24,10/1/2024 18:31,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,802
358,10/1/2024 18:24,10/1/2024 18:30,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1081
694,10/1/2024 18:25,10/1/2024 18:36,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1325
273,10/1/2024 18:26,10/1/2024 18:31,Ams,Amsterdam Amstel,52.346587,4.918684,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,887
1080,10/1/2024 18:31,10/1/2024 18:49,Asdz,Amsterdam Zuid,52.338602,4.871978,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1293
410,10/1/2024 18:32,10/1/2024 18:39,Rtb,Rotterdam Blaak,51.920582,4.486082,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,887
453,10/1/2024 18:34,10/1/2024 18:41,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,780
429,10/1/2024 18:36,10/1/2024 18:43,Asd,Amsterdam Centraal,52.379189,4.899431,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,665
480,10/1/2024 18:41,10/1/2024 18:49,Ah,Arnhem Centraal,51.985,5.898611,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,932
657,10/1/2024 18:51,10/1/2024 19:02,Ams,Amsterdam Amstel,52.346587,4.918684,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1074
228,10/1/2024 18:52,10/1/2024 18:56,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1113
306,10/1/2024 18:54,10/1/2024 18:59,141,Kendall Street,42.36356016,-71.08216792,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1298
394,10/1/2024 18:55,10/1/2024 19:01,Gvc,The Hague Centraal,52.084167,4.324722,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1110
510,10/1/2024 19:03,10/1/2024 19:11,Rtb,Rotterdam Blaak,51.920582,4.486082,107,Ames St at Main St,42.3625,-71.08822,780
343,10/1/2024 19:04,10/1/2024 19:09,Ams,Amsterdam Amstel,52.346587,4.918684,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1291
437,10/1/2024 19:26,10/1/2024 19:33,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1289
603,10/1/2024 19:26,10/1/2024 19:36,Uto,Utrecht Overvecht,52.113333,5.111111,143,EF - North Point Park,42.369885,-71.069957,990
342,10/1/2024 19:29,10/1/2024 19:35,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,671
634,10/1/2024 19:31,10/1/2024 19:42,117,Binney St / Sixth St,42.366095,-71.086388,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,652
503,10/1/2024 19:37,10/1/2024 19:46,Asdz,Amsterdam Zuid,52.338602,4.871978,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1002
207,10/1/2024 19:39,10/1/2024 19:42,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,731
299,10/1/2024 19:40,10/1/2024 19:45,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,766
245,10/1/2024 19:40,10/1/2024 19:44,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,948
434,10/1/2024 19:44,10/1/2024 19:51,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,893
522,10/1/2024 19:44,10/1/2024 19:53,Ut,Utrecht Centraal,52.089444,5.110278,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1289
373,10/1/2024 19:52,10/1/2024 19:58,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,656
649,10/1/2024 19:56,10/1/2024 20:07,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1265
285,10/1/2024 20:06,10/1/2024 20:11,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,141,Kendall Street,42.36356016,-71.08216792,1298
231,10/1/2024 20:16,10/1/2024 20:20,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,780
1211,10/1/2024 20:17,10/1/2024 20:38,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,115,Porter Square Station,42.387995,-71.119084,779
522,10/1/2024 20:29,10/1/2024 20:38,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1269
318,10/1/2024 20:36,10/1/2024 20:41,Nm,Nijmegen Station,51.841111,5.854167,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1294
422,10/1/2024 20:42,10/1/2024 20:49,Rtb,Rotterdam Blaak,51.920582,4.486082,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1291
216,10/1/2024 21:02,10/1/2024 21:06,Gvc,The Hague Centraal,52.084167,4.324722,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,802
374,10/1/2024 21:03,10/1/2024 21:09,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1005
251,10/1/2024 21:08,10/1/2024 21:12,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,858
443,10/1/2024 21:11,10/1/2024 21:18,Ut,Utrecht Centraal,52.089444,5.110278,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,801
700,10/1/2024 21:31,10/1/2024 21:42,Ams,Amsterdam Amstel,52.346587,4.918684,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1268
477,10/1/2024 21:34,10/1/2024 21:42,Asd,Amsterdam Centraal,52.379189,4.899431,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,948
179,10/1/2024 21:37,10/1/2024 21:40,Ams,Amsterdam Amstel,52.346587,4.918684,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1265
665,10/1/2024 21:39,10/1/2024 21:50,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1095
331,10/1/2024 21:41,10/1/2024 21:47,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,691
344,10/1/2024 21:47,10/1/2024 21:52,Rtb,Rotterdam Blaak,51.920582,4.486082,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,895
449,10/1/2024 22:13,10/1/2024 22:20,Ams,Amsterdam Amstel,52.346587,4.918684,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1313
306,10/1/2024 22:34,10/1/2024 22:39,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,932
374,10/1/2024 22:40,10/1/2024 22:47,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,731
747,10/1/2024 23:31,10/1/2024 23:44,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,117,Binney St / Sixth St,42.366095,-71.086388,1017
229,10/1/2024 23:46,10/1/2024 23:50,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1278
400,10/1/2024 23:52,10/1/2024 23:58,Asdz,Amsterdam Zuid,52.338602,4.871978,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1077
420,10/1/2024 23:54,10/1/2024 0:01,Ams,Amsterdam Amstel,52.346587,4.918684,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1083
505,10/1/2024 0:01,10/1/2024 0:09,Uto,Utrecht Overvecht,52.113333,5.111111,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,801
873,10/1/2024 1:22,10/1/2024 1:36,115,Porter Square Station,42.387995,-71.119084,115,Porter Square Station,42.387995,-71.119084,842
2149,10/1/2024 2:04,10/1/2024 2:40,Ams,Amsterdam Amstel,52.346587,4.918684,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,800
245,10/1/2024 2:29,10/1/2024 2:33,Asdz,Amsterdam Zuid,52.338602,4.871978,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,780
618,10/1/2024 6:36,10/1/2024 6:47,GV,The Hague Hollands Spoor,52.070833,4.322222,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,813
