"startStationID","startStationName","startstationlatitude","startstationlongitude","endstationid","endstationname","endstationlatitude","endstationlongitude","bikeid"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1024"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1280"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1497"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1015"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1673"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1501"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1126"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1795"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1046"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1985"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1161"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1870"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1979"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1403"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1009"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1281"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1254"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1829"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1373"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1299"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1970"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1676"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1172"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1973"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1880"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1486"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1837"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1699"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1456"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1893"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1092"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1838"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1187"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1013"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1652"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1478"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1637"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtb","Rotterdam Blaak","51.920582","4.486082","1319"
"Nm","Nijmegen Station","51.841111","5.854167","Gvc","The Hague Centraal","52.084167","4.324722","1704"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1555"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1660"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1780"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1987"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1191"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1083"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1985"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1205"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1036"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1500"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1392"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1476"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1435"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1807"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1599"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1078"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1260"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1153"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1014"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1329"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1718"
"Rtb","Rotterdam Blaak","51.920582","4.486082","GV","The Hague Hollands Spoor","52.070833","4.322222","1997"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1868"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1046"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtd","Rotterdam Centraal","51.9225","4.467167","1239"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1540"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1713"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asdz","Amsterdam Zuid","52.338602","4.871978","1908"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1679"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1041"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1809"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1841"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1925"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1028"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1824"
"Rtb","Rotterdam Blaak","51.920582","4.486082","GV","The Hague Hollands Spoor","52.070833","4.322222","1508"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1044"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1987"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1412"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1793"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1272"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1514"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1391"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1103"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1056"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1726"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1209"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1687"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1381"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1803"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1333"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1860"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1798"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1876"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1998"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1244"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1663"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1470"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1942"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1883"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1244"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1935"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1434"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1798"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1800"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1417"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1995"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1084"
"Gvc","The Hague Centraal","52.084167","4.324722","Asd","Amsterdam Centraal","52.379189","4.899431","1048"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1974"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1198"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1898"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1413"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1706"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1090"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1704"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1765"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1023"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1924"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1547"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1785"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1598"
"Rtb","Rotterdam Blaak","51.920582","4.486082","GV","The Hague Hollands Spoor","52.070833","4.322222","1879"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1411"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1825"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1591"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1060"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1718"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1762"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1570"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1095"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1386"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1050"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1277"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1047"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1346"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1846"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1398"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1062"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1064"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1060"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1078"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1191"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1895"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1429"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1929"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1209"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1895"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1908"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1669"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asdz","Amsterdam Zuid","52.338602","4.871978","1086"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1434"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1624"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1004"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1882"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1740"
"Gvc","The Hague Centraal","52.084167","4.324722","Ah","Arnhem Centraal","51.985","5.898611","1668"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1271"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1769"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1080"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1086"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1754"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1818"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1283"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ut","Utrecht Centraal","52.089444","5.110278","1265"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1101"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1030"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1497"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1625"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1074"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1022"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1478"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1156"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1695"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1812"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1717"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1863"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1257"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1855"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1897"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1747"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1174"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1744"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1926"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1191"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1735"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1718"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1767"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1189"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1520"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1574"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1106"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1258"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1931"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1421"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1516"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1990"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1643"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asdz","Amsterdam Zuid","52.338602","4.871978","1889"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asd","Amsterdam Centraal","52.379189","4.899431","1520"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1385"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1651"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1525"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1737"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1738"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1775"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1023"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1478"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1016"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1183"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1081"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1043"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1763"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1646"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ams","Amsterdam Amstel","52.346587","4.918684","1130"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1895"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1341"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1319"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1470"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1648"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtd","Rotterdam Centraal","51.9225","4.467167","1435"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1004"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1006"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1445"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1258"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1425"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1011"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1700"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1719"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1944"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1277"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1646"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1068"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1282"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1685"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1366"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1923"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1391"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1568"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1144"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1522"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1802"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1912"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1998"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1040"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1905"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1453"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1182"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1827"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1848"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1439"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1275"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1081"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1761"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1368"
